,company,location,skills,experience
804,Polaris Consulting & Services Ltd,Hyderabad/Secunderabad,"data analytics  ,  data analyst  ,  tableau  ,  data scientist",0 - 3 yrs
805,Credit Suisse Securities  ( India )  Pvt Ltd,,"Data Analyst  ,   designing data flows  ,   Business Analyst",0 - 3 yrs
806,"Kaul Placement
     (More Jobs)",(More Jobs),"Data Analyst  ,    ,  Business Analysis  ,  Business Requirements",4 - 9 yrs
807,JOBPOINT HR and TRAINING CONSULTANTS,Mumbai,"bi  ,  business analyst  ,  data analyst  ,  sql  ,  alteryx  ,  tableau  ,  vba  ,  visio",1 - 5 yrs
808,TresVista Financial Services Pvt Ltd,"Mumbai,  Pune,  Bengaluru / Bangalore","data science  ,  predictive analysis  ,  data analytics  ,  business analytics  ,  data analyst",10 - 13 yrs
809,SEVEN CONSULTANCY,Shimla,"impact analysis  ,  data analytics  ,  data analysis  ,  business analytics  ,  data analyst",6 - 8 yrs
810,Credit Suisse Securities  ( India )  Pvt Ltd,Pune,"business requirements  ,  user stories  ,  data science  ,  data analyst  ,  requirements management",10 - 13 yrs
811,Huawei Technologies Co Ltd,Turkey,"data analysis  ,  product roadmap  ,  data analyst  ,  internet technologies  ,  requirement analysis",5 - 8 yrs
812,Huawei Technologies Co Ltd,Turkey,"product roadmap  ,  internet technologies  ,  requirement analysis  ,  data analysis  ,  data analyst",5 - 8 yrs
813,Larsen & Toubro Infotech Ltd,Chennai,"consulting  ,  business analyst  ,  data analyst  ,  sql  ,  database  ,  consultant  ,  brd  ,  frd",5 - 8 yrs
814,Larsen & Toubro Infotech Ltd,Pune,"business analyst  ,  sql  ,  database  ,  brd  ,  frd  ,  consulting  ,  data analyst  ,  consultant",5 - 8 yrs
815,Huawei Technologies Co Ltd,,"product roadmap  ,  internet technologies  ,  requirement analysis  ,  data analysis  ,  data analyst",0 - 3 yrs
816,Morningstar India Pvt Ltd,Spain,"user stories  ,  data analyst  ,  database  ,  use cases  ,  written communication  ,  analyst",0 - 3 yrs
817,Ruboid Technologies,"Mumbai,  Chennai,  Pune","business analyst  ,  macros  ,  data analytics  ,  erp  /  crm  ,  data analyst",4 - 9 yrs
818,RGF Professional,Gurgaon,"visualization  ,  consulting  ,  data mining  ,  data analyst  ,  alteryx  ,  tableau  ,  data science",0 - 3 yrs
819,Huawei Technologies Co Ltd,Turkey,"data analysis  ,  product roadmap  ,  data analyst  ,  internet technologies  ,  requirement analysis",5 - 8 yrs
820,Alstom Projects India Ltd.,Bengaluru / Bangalore,"business requirements  ,  bi  ,  dashboards  ,  design thinking  ,  c  ,  data analyst  ,  infrastructure",0 - 3 yrs
821,PEOPLE STAFFING SOLUTIONS,"Gurgaon,  Pune","visualization  ,  sas  ,  consulting  ,  bi  ,  data analyst  ,  sql  ,  tableau",6 - 11 yrs
822,Careem,Pakistan,"data analytics  ,  bi  ,  dashboards  ,  data analyst  ,  data science",3 - 6 yrs
823,Acesoft Labs India Pvt. Ltd.,,"macros  ,  sas  ,  bi  ,  data analyst  ,  vba  ,  statistical analysis",5 - 8 yrs
824,ANZ GRINDLAYS BANK,Australia,"business requirements  ,  business analyst  ,  user stories  ,  process analyst  ,  system analyst  ,  data analyst  ,  analyst",2 - 3 yrs
825,SEVEN CONSULTANCY,Bengaluru / Bangalore,"mobile  ,  business analysis  ,  business analyst  ,  data analyst  ,  consultant  ,  advanced excel  ,  business consulting  ,  statistical modeling  ,  predictive analysis",3 - 6 yrs
826,SEVEN CONSULTANCY,Mumbai,"data analysis  ,  business analysis  ,  business analyst  ,  data analyst  ,  logical thinking  ,  analyst",3 - 6 yrs
827,Fine Jobs Consultant Pvt. Ltd.,Chennai,"information technology  ,  business requirements  ,  business analyst  ,  sql  ,  data visualization  ,  data analyst",2 - 7 yrs
828,SEVEN CONSULTANCY,Mumbai,"data analytics  ,  mobile  ,  business analysis  ,  business analyst  ,  data analyst  ,  advanced excel  ,  statistical modeling  ,  predictive analysis",3 - 5 yrs
829,ANZ GRINDLAYS BANK,Australia,"business requirements  ,  business analyst  ,  data analyst  ,  security  ,  solution design  ,  uml  ,  analyst  ,  software engineering",1 - 3 yrs
830,Fine Jobs Consultant Pvt. Ltd.,Indore,"visualization  ,  bi  ,  business analyst  ,  telecom  ,  data analysis  ,  data analyst  ,  qlik sense  ,  vba  ,  business process management",0 - 3 yrs
831,Grab,Bengaluru / Bangalore,"bi  ,  business analyst  ,  business process improvement  ,  data analysis  ,  consulting  ,  data analyst  ,  tableau",2 - 5 yrs
832,Analytics Vidhya,Bengaluru / Bangalore,"visualization  ,  business requirements  ,  business analyst  ,  dashboards  ,  sql  ,  software engineering  ,  data visualization  ,  consulting  ,  mobile  ,  data analyst  ,  tableau",12 - 14 yrs
833,Larsen & Toubro Infotech Ltd,Canada,"business analyst  ,  sql  ,  database  ,  brd  ,  frd  ,  software engineering  ,  oracle  ,  domain expert  ,  data analyst  ,  documentation skills",0 - 3 yrs
834,Zealogics LLC.,,"data analysis  ,  gap analysis  ,  business process mapping  ,  data analyst  ,  data governance",8 - 11 yrs
835,Ruboid Technologies,"Chennai,  Pune","bi  ,  business analyst  ,  requirement gathering  ,  brd  ,  use cases  ,  frd  ,  consulting  ,  data analyst  ,  analyst  ,  documentation skills",5 - 8 yrs
836,Citibank India,Pune,"business requirements  ,  sql  ,  system analysis  ,  debugging  ,  functional requirements  ,  data analyst  ,  infrastructure  ,  analyst",6 - 10 yrs
837,Qualtrics,,"visualization  ,  bi  ,  dashboards  ,  sql  ,  data visualization  ,  logistic regression  ,  crm  ,  data analytics  ,  predictive analytics  ,  data analyst  ,  tableau",2 - 4 yrs
838,Qualtrics,,"visualization  ,  bi  ,  dashboards  ,  sql  ,  data visualization  ,  logistic regression  ,  crm  ,  data analytics  ,  predictive analytics  ,  data analyst  ,  tableau",2 - 4 yrs
839,ARROW ELECTRONICS,Bengaluru / Bangalore,"bi  ,  ms-dos  ,  sql  ,  data scientist  ,  data analysis  ,  business analysis  ,  data analyst  ,  tableau  ,  analyst  ,  forms",2 - 5 yrs
840,NTT Data Vertex Software Inc.,Malaysia,"bi  ,  dashboards  ,  sql  ,  database  ,  data analytics  ,  oracle  ,  consulting  ,  data analyst  ,  tableau  ,  business process  ,  infrastructure",8 - 11 yrs
841,JLL,,"visualization  ,  bi  ,  technical specialist  ,  dashboards  ,  sql  ,  security  ,  data analysis  ,  data analyst  ,  alteryx  ,  tableau",2 - 5 yrs
842,JLL,,"arcgis  ,  esri  ,  security  ,  telecom  ,  data visualization  ,  client facing  ,  data analytics  ,  data analyst  ,  tableau  ,  analyst",1 - 3 yrs
843,SKILLVENTORY,Mumbai,"visualization  ,  business requirements  ,  data mining  ,  bi  ,  business analyst  ,  database  ,  ms access  ,  data analyst  ,  tableau",3 - 6 yrs
844,Valorem Reply,,"functional specifications  ,  business requirements  ,  information technology  ,  business analyst  ,  data analyst  ,  analyst",4 - 7 yrs
845,2SOFT SOLUTIONS PVT LTD,Mumbai,"requirement gathering  ,  functional analyst  ,  c# .net  ,  requirement analyst  ,  asp.net  ,  data analyst  ,  sql",0 - 3 yrs
846,Larsen & Toubro Infotech Ltd,Chennai,"consulting  ,  business analysis  ,  business analyst  ,  data analyst  ,  sql  ,  database  ,  brd  ,  use cases  ,  frd  ,  documentation skills",8 - 11 yrs
847,Huntsman International India Pvt Ltd,Belgium,"visualization  ,  bi  ,  dashboards  ,  sql  ,  database  ,  data scientist  ,  data visualization  ,  sas  ,  it skills  ,  data analyst",0 - 3 yrs
848,Edifecs,,"business requirements  ,  information technology  ,  business analyst  ,  data visualization  ,  data analytics  ,  data analysis  ,  data analyst",0 - 3 yrs
849,SITEL,Mumbai,"information technology  ,  it tools  ,  lead analyst  ,  macros  ,  data analysis  ,  data analyst  ,  visio  ,  analyst  ,  statistical analysis",2 - 5 yrs
850,Larsen & Toubro Infotech Ltd,,"data analysis  ,  predictive analytics  ,  data analyst  ,  sql  ,  database  ,  product analyst  ,  data governance",0 - 3 yrs
851,Creative Hands HR Consultancy,"Chennai,  Pune,  Jaipur,  Bengaluru / Bangalore","data analysis  ,  data analytics  ,  business analytics  ,  business analyst  ,  erp  /  crm  ,  data analyst",0 - 4 yrs
852,Larsen & Toubro Infotech Ltd,Chennai,"data analysis  ,  consulting  ,  business analyst  ,  data analyst  ,  sql  ,  database  ,  consultant  ,  brd  ,  frd",5 - 8 yrs
853,Nielsen Research Ltd. Co.,,"business requirements  ,  user stories  ,  san  ,  customer success  ,  big data analytics  ,  system management  ,  data analyst  ,  written communication",4 - 7 yrs
854,RGF Professional,Gurgaon,"visualization  ,  dashboards  ,  database  ,  macros  ,  data analysis  ,  consulting  ,  data analyst  ,  alteryx  ,  tableau  ,  data cleaning",2 - 5 yrs
855,WELLS FARGO INDIA,"Hyderabad/Secunderabad,  Chennai,  Bengaluru / Bangalore","sql  ,  data science  ,  san  ,  data analytics  ,  data analyst  ,  consultant  ,  infrastructure  ,  data governance",8 - 11 yrs
856,Four Kites,,"data mining  ,  sql  ,  security  ,  data science  ,  product analyst  ,  information management  ,  predictive analytics  ,  mobile  ,  data analyst  ,  analyst",0 - 3 yrs
857,RGF Professional,Gurgaon,"advanced analytics  ,  data analytics  ,  consulting  ,  spss  ,  data analyst  ,  alteryx  ,  sql  ,  tableau  ,  project leader",0 - 3 yrs
858,RGF Professional,Gurgaon,"visualization  ,  spss  ,  sql  ,  project leader  ,  data analytics  ,  consulting  ,  data analyst  ,  alteryx  ,  tableau",1 - 2 yrs
859,RGF Professional,Gurgaon,"advanced analytics  ,  data analytics  ,  consulting  ,  spss  ,  data analyst  ,  alteryx  ,  sql  ,  tableau  ,  project leader",0 - 3 yrs
860,Xceedance,,"pmp  ,  data science  ,  data scientist  ,  customer success  ,  consulting  ,  solution delivery  ,  data analyst  ,  business process  ,  written communication",15 - 18 yrs
861,Merkle Inc.,Pune,"business requirements  ,  dashboards  ,  sql  ,  advanced excel  ,  data analytics  ,  spotfire  ,  data analyst  ,  tableau",3 - 6 yrs
862,SKILLVENTORY,Pune,"customer analytics  ,  business requirements  ,  bi  ,  mobile  ,  storage  ,  data analyst  ,  web technologies",3 - 8 yrs
863,Merkle Inc.,Pune,"business requirements  ,  dashboards  ,  sql  ,  advanced excel  ,  data analytics  ,  spotfire  ,  data analyst  ,  tableau",1 - 4 yrs
864,Draup,Coimbatore,"arima  ,  visualization  ,  data analytics  ,  sas  ,  consulting  ,  bi  ,  data analyst  ,  statistician  ,  tableau",1 - 4 yrs
865,Morgan Stanley Pvt Ltd,,"business analyst  ,  dashboards  ,  sql  ,  use cases  ,  data scientist  ,  data visualization  ,  data analyst  ,  visio",0 - 3 yrs
866,Motorola Mobility Inc.,,"data analysis  ,  information management  ,  business requirements  ,  bi  ,  dashboards  ,  data analyst  ,  sql",3 - 6 yrs
867,Motorola Mobility Inc.,,"data analysis  ,  information management  ,  business requirements  ,  bi  ,  dashboards  ,  data analyst  ,  sql",1 - 4 yrs
868,Crisil Ltd,Mumbai,"visualization  ,  sql  ,  data science  ,  data scientist  ,  text mining  ,  data analytics  ,  data analyst  ,  vba  ,  written communication",5 - 9 yrs
869,"PES HR SERVICES
     (More Jobs)",(More Jobs),"Data Analyst  ,  Business Analysis  ,  Presentation Skills  ,  Business  Presentations  ,  Pivot  ,  Market Research  ,  Quantitaive Research  ,  Qualitative Research",3 - 6 yrs
870,"Best Infosystems Ltd.
     (More Jobs)",(More Jobs),"Business Analyst  ,  data science  ,  data analyst  ,  Bi Analytics  ,  Data Exploration  ,  Data Scientist",5 - 10 yrs
871,"Electrobrain modern technologies pvt ltd
     (More Jobs)",(More Jobs),"Data Analysis  ,  data analyst  ,  business analyst  ,  analyst  ,  senior system analyst  ,  senior system engineer  ,  system administrator",2 - 6 yrs
872,"Settlers immigration
     (More Jobs)",(More Jobs),"facility admin   ,  Office Equipment  ,  Admin  ,  admin executive  ,  admin assistant  ,  customer service  ,  assistant manager  ,  analyst  ,  data analyst",0 - 3 yrs
873,"Aryan technologies
     (More Jobs)",(More Jobs),"Data Analyst  ,    Senior Data Analyst  ,    Data Analyst - Tech Lead  ,  data profiling  ,  data models  ,  data collection",0 - 3 yrs
874,"Settlers immigration
     (More Jobs)",(More Jobs),"facility admin   ,  Office Equipment  ,  Admin  ,  admin executive  ,  admin assistant  ,  customer service  ,  assistant manager  ,  analyst  ,  data analyst",0 - 3 yrs
875,"Settlers immigration
     (More Jobs)",(More Jobs),"facility admin   ,  Office Equipment  ,  Admin  ,  admin executive  ,  admin assistant  ,  customer service  ,  assistant manager  ,  analyst  ,  data analyst",0 - 3 yrs
876,SEVEN CONSULTANCY,Bengaluru / Bangalore,"data analytics  ,  mobile  ,  business analysis  ,  business analyst  ,  data analyst  ,  senior business analyst  ,  advanced excel  ,  statistical modeling  ,  predictive analysis",3 - 6 yrs
877,Cadence Design Systems India Pvt Ltd,,"information technology  ,  business analyst  ,  sql  ,  data visualization  ,  advanced analytics  ,  data analytics  ,  consulting  ,  data analyst  ,  tableau  ,  vba  ,  written communication  ,  analyst",1 - 4 yrs
878,OSI Digital,"Hyderabad/Secunderabad,  Delhi,  Chennai,  Delhi/NCR,  Bengaluru / Bangalore","business requirements  ,  oracle  ,  business analyst  ,  sql  ,  database  ,  functional specifications  ,  data analysis  ,  consulting  ,  data analyst  ,  tableau  ,  analyst  ,  forms",8 - 10 yrs
879,ConcertAI,,"business requirements  ,  data analytics  ,  customer success  ,  spss  ,  sql  ,  database  ,  data science  ,  data scientist  ,  client facing  ,  data analyst  ,  statistical analysis",7 - 10 yrs
880,ConcertAI,,"business requirements  ,  data analytics  ,  customer success  ,  spss  ,  sql  ,  database  ,  data science  ,  data scientist  ,  client facing  ,  data analyst  ,  statistical analysis",7 - 10 yrs
881,"Busy Bee
     (More Jobs)",(More Jobs),"""Software Development""  ,  ""Software Testing""  ,  ""Computer Engineer""  ,  ""Coding""  ,  ""Software Analysis""  ,  ""IT Project Managing""  ,  ""Data Analyst""  ,  ""Java""  ,  ""Python""  ,  ""Pascal""  ,  ""Linux""",1 - 6 yrs
882,BOSTON SCIENTIFIC,,"business process modeling  ,  business solutions  ,  data warehousing  ,  business analyst  ,  user stories  ,  data analysis  ,  business environment  ,  data analyst  ,  tableau  ,  business process",3 - 5 yrs
883,Ruboid Technologies,Pune,"business requirements  ,  bi  ,  business analyst  ,  brd  ,  use cases  ,  frd  ,  consulting  ,  presales  ,  data analyst  ,  visio  ,  analyst  ,  documentation skills",5 - 10 yrs
884,"GT SOLUSN
     (More Jobs)",(More Jobs),"Vlookup  ,  Pivot  ,  Hlookup  ,  Conditional Formatting  ,  Advanced Excel  ,  Pivot Table  ,  Data Analysis  ,  data analyst  ,  mis executive  ,  mis manager",2 - 6 yrs
885,MOUNT TALENT CONSULTING,"Navi Mumbai,  Mumbai","visualization  ,  business requirements  ,  bi  ,  dashboards  ,  sql  ,  security  ,  technology consulting  ,  data visualization  ,  data analytics  ,  consulting  ,  data analyst  ,  analyst",3 - 6 yrs
886,MOUNT TALENT CONSULTING,"Navi Mumbai,  Mumbai","visualization  ,  business requirements  ,  bi  ,  dashboards  ,  sql  ,  security  ,  technology consulting  ,  data visualization  ,  data analytics  ,  consulting  ,  data analyst  ,  predictive modeling",6 - 8 yrs
887,SEVEN CONSULTANCY,Bengaluru / Bangalore,"data analytics  ,  big data analytics  ,  data mining  ,  data reports  ,  data analyst  ,  database  ,  data science  ,  data scientist  ,  analyst",0 - 3 yrs
888,SEVEN CONSULTANCY,"Delhi,  Delhi/NCR","data analytics  ,  big data analytics  ,  data mining  ,  data reports  ,  data analyst  ,  database  ,  data science  ,  data scientist  ,  analyst",6 - 9 yrs
889,Ciena India Pvt Ltd,Gurgaon,"visualization  ,  business requirements  ,  bi  ,  dashboards  ,  sql  ,  oracle erp  ,  data visualization  ,  advanced analytics  ,  data analysis  ,  oracle  ,  data analyst  ,  alteryx  ,  tableau",5 - 8 yrs
890,JLL,Bengaluru / Bangalore,"business requirements  ,  data mining  ,  bi  ,  program management  ,  dashboards  ,  security  ,  program manager  ,  data scientist  ,  data visualization  ,  data analyst  ,  tableau  ,  predictive modeling",10 - 12 yrs
891,Ciena India Pvt Ltd,Gurgaon,"visualization  ,  business requirements  ,  bi  ,  dashboards  ,  sql  ,  oracle erp  ,  data visualization  ,  data analysis  ,  oracle  ,  data analyst  ,  alteryx  ,  tableau",7 - 10 yrs
892,Boehringer Ingelheim India Pvt Ltd,Germany,"information technology  ,  hosting  ,  bi  ,  data science  ,  data scientist  ,  data analytics  ,  data analysis  ,  oracle  ,  data analyst  ,  data cleaning",0 - 3 yrs
893,SEVEN CONSULTANCY,"Delhi,  Delhi/NCR","data analytics  ,  big data analytics  ,  data mining  ,  data reports  ,  data analyst  ,  database  ,  data science  ,  data scientist  ,  analyst",0 - 3 yrs
894,BOSTON SCIENTIFIC,,"information technology  ,  dashboards  ,  database  ,  data visualization  ,  data analysis  ,  sas  ,  sas programming  ,  data analyst  ,  impact analysis  ,  tableau  ,  consultant",5 - 8 yrs
895,CME Group Inc.,Sweden,"data mining  ,  bi  ,  dashboards  ,  data scientist  ,  data visualization  ,  client facing  ,  data analysis  ,  business analytics  ,  data analyst  ,  tableau",5 - 8 yrs
896,MOUNT TALENT CONSULTING,"Gurgaon,  Mumbai,  Bengaluru / Bangalore","rfps  ,  anova  ,  bi  ,  linear regression  ,  sql  ,  data science  ,  advanced analytics  ,  engagement manager  ,  consulting  ,  predictive analytics  ,  data analyst  ,  consultant  ,  predictive modeling",3 - 6 yrs
897,SHARP POINT HR CONSULTING,Mumbai,"bi  ,  dashboards  ,  requirement gathering  ,  data science  ,  data scientist  ,  data visualization  ,  predictive analytics  ,  mobile  ,  data analyst  ,  tableau  ,  businessprocess  ,  predictive modeling",3 - 6 yrs
898,Motorola Mobility Inc.,,"visualization  ,  bi  ,  storage  ,  dashboards  ,  sql  ,  database  ,  advanced excel  ,  data scientist  ,  data visualization  ,  data analytics  ,  data analyst  ,  tableau  ,  motorola",3 - 5 yrs
899,Credit Suisse Securities  ( India )  Pvt Ltd,New York City,"visualization  ,  dashboards  ,  pl  /  sql  ,  oracle  ,  data analytics  ,  sql  ,  data science  ,  data scientist  ,  data visualization  ,  data analysis  ,  consulting  ,  data analyst",5 - 8 yrs
900,"S U Recruitment
     (More Jobs)",(More Jobs),"Drilling Engineers  ,  Drilling Fluids Engineers  ,  Drilling Supervisors  ,  Well Test Engineers  ,  Roustabouts  ,  Toolpushers  ,  Petroleum Geologists  ,  Geoscience Data Analysts",18 - 23 yrs
901,"S U Recruitment
     (More Jobs)",(More Jobs),"Drilling Engineers  ,  Drilling Fluids Engineers  ,  Drilling Supervisors  ,  Well Test Engineers  ,  Roustabouts  ,  Toolpushers  ,  Petroleum Geologists  ,  Geoscience Data Analysts",10 - 15 yrs
